sample_id,image_path,true_label,true_label_name,pred_label,pred_label_name,is_correct,raw_prediction,final_report
comb_20_0_000483,data/processed/images/all/sample_CF_20_0_000483.png,CF,混合故障,CF,混合故障,1,故障类型：混合故障,"故障类型：混合故障
诊断依据：模型判断该包络时频图中呈现多组冲击成分和较复杂的能量分布，可能对应多部位共同损伤引起的复合振动特征。当前工况为 20 Hz、0 V。
维护建议：建议同时检查轴承内圈和外圈，并优先安排停机检测，避免复合故障进一步扩展。"
comb_20_0_000484,data/processed/images/all/sample_CF_20_0_000484.png,CF,混合故障,CF,混合故障,1,故障类型：混合故障,"故障类型：混合故障
诊断依据：模型判断该包络时频图中呈现多组冲击成分和较复杂的能量分布，可能对应多部位共同损伤引起的复合振动特征。当前工况为 20 Hz、0 V。
维护建议：建议同时检查轴承内圈和外圈，并优先安排停机检测，避免复合故障进一步扩展。"
comb_20_0_000485,data/processed/images/all/sample_CF_20_0_000485.png,CF,混合故障,BF,滚动体故障,0,故障类型：滚动体故障,"故障类型：滚动体故障
诊断依据：模型判断该包络时频图中存在局部冲击和调制特征，结合行星齿轮箱三方向振动信息，更符合滚动体故障表现。当前工况为 20 Hz、0 V。
维护建议：建议重点检查滚动体表面是否存在磨损、点蚀或剥落，并结合包络谱或现场巡检进一步确认故障程度。"
comb_20_0_000486,data/processed/images/all/sample_CF_20_0_000486.png,CF,混合故障,IF,内圈故障,0,故障类型：内圈故障,"故障类型：内圈故障
诊断依据：模型判断该包络时频图中存在较明显的周期性冲击和调制成分，结合当前转速与负载工况，更符合内圈故障特征。当前工况为 20 Hz、0 V。
维护建议：建议重点检查轴承内圈表面损伤情况，并结合历史振动趋势评估故障发展速度。"
comb_20_0_000487,data/processed/images/all/sample_CF_20_0_000487.png,CF,混合故障,CF,混合故障,1,故障类型：混合故障,"故障类型：混合故障
诊断依据：模型判断该包络时频图中呈现多组冲击成分和较复杂的能量分布，可能对应多部位共同损伤引起的复合振动特征。当前工况为 20 Hz、0 V。
维护建议：建议同时检查轴承内圈和外圈，并优先安排停机检测，避免复合故障进一步扩展。"
comb_20_0_000488,data/processed/images/all/sample_CF_20_0_000488.png,CF,混合故障,IF,内圈故障,0,故障类型：内圈故障,"故障类型：内圈故障
诊断依据：模型判断该包络时频图中存在较明显的周期性冲击和调制成分，结合当前转速与负载工况，更符合内圈故障特征。当前工况为 20 Hz、0 V。
维护建议：建议重点检查轴承内圈表面损伤情况，并结合历史振动趋势评估故障发展速度。"
comb_20_0_000489,data/processed/images/all/sample_CF_20_0_000489.png,CF,混合故障,IF,内圈故障,0,故障类型：内圈故障,"故障类型：内圈故障
诊断依据：模型判断该包络时频图中存在较明显的周期性冲击和调制成分，结合当前转速与负载工况，更符合内圈故障特征。当前工况为 20 Hz、0 V。
维护建议：建议重点检查轴承内圈表面损伤情况，并结合历史振动趋势评估故障发展速度。"
comb_20_0_000490,data/processed/images/all/sample_CF_20_0_000490.png,CF,混合故障,N,正常状态,0,故障类型：正常状态,"故障类型：正常状态
诊断依据：模型判断该包络时频图整体能量分布较平稳，未呈现明显的周期性冲击或异常能量集中，结合当前工况更符合正常运行状态。当前工况为 20 Hz、0 V。
维护建议：建议保持常规监测，持续记录振动趋势；若后续能量分布或冲击特征发生明显变化，应及时复检。"
comb_20_0_000491,data/processed/images/all/sample_CF_20_0_000491.png,CF,混合故障,IF,内圈故障,0,故障类型：内圈故障,"故障类型：内圈故障
诊断依据：模型判断该包络时频图中存在较明显的周期性冲击和调制成分，结合当前转速与负载工况，更符合内圈故障特征。当前工况为 20 Hz、0 V。
维护建议：建议重点检查轴承内圈表面损伤情况，并结合历史振动趋势评估故障发展速度。"
comb_20_0_000492,data/processed/images/all/sample_CF_20_0_000492.png,CF,混合故障,BF,滚动体故障,0,故障类型：滚动体故障,"故障类型：滚动体故障
诊断依据：模型判断该包络时频图中存在局部冲击和调制特征，结合行星齿轮箱三方向振动信息，更符合滚动体故障表现。当前工况为 20 Hz、0 V。
维护建议：建议重点检查滚动体表面是否存在磨损、点蚀或剥落，并结合包络谱或现场巡检进一步确认故障程度。"
comb_20_0_000493,data/processed/images/all/sample_CF_20_0_000493.png,CF,混合故障,CF,混合故障,1,故障类型：混合故障,"故障类型：混合故障
诊断依据：模型判断该包络时频图中呈现多组冲击成分和较复杂的能量分布，可能对应多部位共同损伤引起的复合振动特征。当前工况为 20 Hz、0 V。
维护建议：建议同时检查轴承内圈和外圈，并优先安排停机检测，避免复合故障进一步扩展。"
comb_20_0_000494,data/processed/images/all/sample_CF_20_0_000494.png,CF,混合故障,N,正常状态,0,故障类型：正常状态,"故障类型：正常状态
诊断依据：模型判断该包络时频图整体能量分布较平稳，未呈现明显的周期性冲击或异常能量集中，结合当前工况更符合正常运行状态。当前工况为 20 Hz、0 V。
维护建议：建议保持常规监测，持续记录振动趋势；若后续能量分布或冲击特征发生明显变化，应及时复检。"
comb_20_0_000495,data/processed/images/all/sample_CF_20_0_000495.png,CF,混合故障,CF,混合故障,1,故障类型：混合故障,"故障类型：混合故障
诊断依据：模型判断该包络时频图中呈现多组冲击成分和较复杂的能量分布，可能对应多部位共同损伤引起的复合振动特征。当前工况为 20 Hz、0 V。
维护建议：建议同时检查轴承内圈和外圈，并优先安排停机检测，避免复合故障进一步扩展。"
comb_20_0_000496,data/processed/images/all/sample_CF_20_0_000496.png,CF,混合故障,CF,混合故障,1,故障类型：混合故障,"故障类型：混合故障
诊断依据：模型判断该包络时频图中呈现多组冲击成分和较复杂的能量分布，可能对应多部位共同损伤引起的复合振动特征。当前工况为 20 Hz、0 V。
维护建议：建议同时检查轴承内圈和外圈，并优先安排停机检测，避免复合故障进一步扩展。"
comb_20_0_000497,data/processed/images/all/sample_CF_20_0_000497.png,CF,混合故障,CF,混合故障,1,故障类型：混合故障,"故障类型：混合故障
诊断依据：模型判断该包络时频图中呈现多组冲击成分和较复杂的能量分布，可能对应多部位共同损伤引起的复合振动特征。当前工况为 20 Hz、0 V。
维护建议：建议同时检查轴承内圈和外圈，并优先安排停机检测，避免复合故障进一步扩展。"
comb_20_0_000498,data/processed/images/all/sample_CF_20_0_000498.png,CF,混合故障,CF,混合故障,1,故障类型：混合故障,"故障类型：混合故障
诊断依据：模型判断该包络时频图中呈现多组冲击成分和较复杂的能量分布，可能对应多部位共同损伤引起的复合振动特征。当前工况为 20 Hz、0 V。
维护建议：建议同时检查轴承内圈和外圈，并优先安排停机检测，避免复合故障进一步扩展。"
comb_20_0_000499,data/processed/images/all/sample_CF_20_0_000499.png,CF,混合故障,IF,内圈故障,0,故障类型：内圈故障,"故障类型：内圈故障
诊断依据：模型判断该包络时频图中存在较明显的周期性冲击和调制成分，结合当前转速与负载工况，更符合内圈故障特征。当前工况为 20 Hz、0 V。
维护建议：建议重点检查轴承内圈表面损伤情况，并结合历史振动趋势评估故障发展速度。"
comb_20_0_000500,data/processed/images/all/sample_CF_20_0_000500.png,CF,混合故障,CF,混合故障,1,故障类型：混合故障,"故障类型：混合故障
诊断依据：模型判断该包络时频图中呈现多组冲击成分和较复杂的能量分布，可能对应多部位共同损伤引起的复合振动特征。当前工况为 20 Hz、0 V。
维护建议：建议同时检查轴承内圈和外圈，并优先安排停机检测，避免复合故障进一步扩展。"
comb_20_0_000501,data/processed/images/all/sample_CF_20_0_000501.png,CF,混合故障,CF,混合故障,1,故障类型：混合故障,"故障类型：混合故障
诊断依据：模型判断该包络时频图中呈现多组冲击成分和较复杂的能量分布，可能对应多部位共同损伤引起的复合振动特征。当前工况为 20 Hz、0 V。
维护建议：建议同时检查轴承内圈和外圈，并优先安排停机检测，避免复合故障进一步扩展。"
comb_20_0_000502,data/processed/images/all/sample_CF_20_0_000502.png,CF,混合故障,CF,混合故障,1,故障类型：混合故障,"故障类型：混合故障
诊断依据：模型判断该包络时频图中呈现多组冲击成分和较复杂的能量分布，可能对应多部位共同损伤引起的复合振动特征。当前工况为 20 Hz、0 V。
维护建议：建议同时检查轴承内圈和外圈，并优先安排停机检测，避免复合故障进一步扩展。"
comb_20_0_000503,data/processed/images/all/sample_CF_20_0_000503.png,CF,混合故障,IF,内圈故障,0,故障类型：内圈故障,"故障类型：内圈故障
诊断依据：模型判断该包络时频图中存在较明显的周期性冲击和调制成分，结合当前转速与负载工况，更符合内圈故障特征。当前工况为 20 Hz、0 V。
维护建议：建议重点检查轴承内圈表面损伤情况，并结合历史振动趋势评估故障发展速度。"
comb_20_0_000504,data/processed/images/all/sample_CF_20_0_000504.png,CF,混合故障,CF,混合故障,1,故障类型：混合故障,"故障类型：混合故障
诊断依据：模型判断该包络时频图中呈现多组冲击成分和较复杂的能量分布，可能对应多部位共同损伤引起的复合振动特征。当前工况为 20 Hz、0 V。
维护建议：建议同时检查轴承内圈和外圈，并优先安排停机检测，避免复合故障进一步扩展。"
comb_20_0_000505,data/processed/images/all/sample_CF_20_0_000505.png,CF,混合故障,CF,混合故障,1,故障类型：混合故障,"故障类型：混合故障
诊断依据：模型判断该包络时频图中呈现多组冲击成分和较复杂的能量分布，可能对应多部位共同损伤引起的复合振动特征。当前工况为 20 Hz、0 V。
维护建议：建议同时检查轴承内圈和外圈，并优先安排停机检测，避免复合故障进一步扩展。"
comb_20_0_000506,data/processed/images/all/sample_CF_20_0_000506.png,CF,混合故障,N,正常状态,0,故障类型：正常状态,"故障类型：正常状态
诊断依据：模型判断该包络时频图整体能量分布较平稳，未呈现明显的周期性冲击或异常能量集中，结合当前工况更符合正常运行状态。当前工况为 20 Hz、0 V。
维护建议：建议保持常规监测，持续记录振动趋势；若后续能量分布或冲击特征发生明显变化，应及时复检。"
comb_20_0_000507,data/processed/images/all/sample_CF_20_0_000507.png,CF,混合故障,IF,内圈故障,0,故障类型：内圈故障,"故障类型：内圈故障
诊断依据：模型判断该包络时频图中存在较明显的周期性冲击和调制成分，结合当前转速与负载工况，更符合内圈故障特征。当前工况为 20 Hz、0 V。
维护建议：建议重点检查轴承内圈表面损伤情况，并结合历史振动趋势评估故障发展速度。"
comb_20_0_000508,data/processed/images/all/sample_CF_20_0_000508.png,CF,混合故障,N,正常状态,0,故障类型：正常状态,"故障类型：正常状态
诊断依据：模型判断该包络时频图整体能量分布较平稳，未呈现明显的周期性冲击或异常能量集中，结合当前工况更符合正常运行状态。当前工况为 20 Hz、0 V。
维护建议：建议保持常规监测，持续记录振动趋势；若后续能量分布或冲击特征发生明显变化，应及时复检。"
comb_20_0_000509,data/processed/images/all/sample_CF_20_0_000509.png,CF,混合故障,CF,混合故障,1,故障类型：混合故障,"故障类型：混合故障
诊断依据：模型判断该包络时频图中呈现多组冲击成分和较复杂的能量分布，可能对应多部位共同损伤引起的复合振动特征。当前工况为 20 Hz、0 V。
维护建议：建议同时检查轴承内圈和外圈，并优先安排停机检测，避免复合故障进一步扩展。"
comb_30_2_000407,data/processed/images/all/sample_CF_30_2_000407.png,CF,混合故障,OF,外圈故障,0,故障类型：外圈故障,"故障类型：外圈故障
诊断依据：模型判断该包络时频图中存在相对稳定的冲击响应和局部频带能量增强，整体更符合外圈局部损伤特征。当前工况为 30 Hz、2 V。
维护建议：建议检查轴承外圈固定区域是否存在剥落、裂纹或异常磨损，必要时安排停机复检。"
comb_30_2_000408,data/processed/images/all/sample_CF_30_2_000408.png,CF,混合故障,CF,混合故障,1,故障类型：混合故障,"故障类型：混合故障
诊断依据：模型判断该包络时频图中呈现多组冲击成分和较复杂的能量分布，可能对应多部位共同损伤引起的复合振动特征。当前工况为 30 Hz、2 V。
维护建议：建议同时检查轴承内圈和外圈，并优先安排停机检测，避免复合故障进一步扩展。"
comb_30_2_000409,data/processed/images/all/sample_CF_30_2_000409.png,CF,混合故障,BF,滚动体故障,0,故障类型：滚动体故障,"故障类型：滚动体故障
诊断依据：模型判断该包络时频图中存在局部冲击和调制特征，结合行星齿轮箱三方向振动信息，更符合滚动体故障表现。当前工况为 30 Hz、2 V。
维护建议：建议重点检查滚动体表面是否存在磨损、点蚀或剥落，并结合包络谱或现场巡检进一步确认故障程度。"
comb_30_2_000410,data/processed/images/all/sample_CF_30_2_000410.png,CF,混合故障,N,正常状态,0,故障类型：正常状态,"故障类型：正常状态
诊断依据：模型判断该包络时频图整体能量分布较平稳，未呈现明显的周期性冲击或异常能量集中，结合当前工况更符合正常运行状态。当前工况为 30 Hz、2 V。
维护建议：建议保持常规监测，持续记录振动趋势；若后续能量分布或冲击特征发生明显变化，应及时复检。"
comb_30_2_000411,data/processed/images/all/sample_CF_30_2_000411.png,CF,混合故障,OF,外圈故障,0,故障类型：外圈故障,"故障类型：外圈故障
诊断依据：模型判断该包络时频图中存在相对稳定的冲击响应和局部频带能量增强，整体更符合外圈局部损伤特征。当前工况为 30 Hz、2 V。
维护建议：建议检查轴承外圈固定区域是否存在剥落、裂纹或异常磨损，必要时安排停机复检。"
comb_30_2_000412,data/processed/images/all/sample_CF_30_2_000412.png,CF,混合故障,CF,混合故障,1,故障类型：混合故障,"故障类型：混合故障
诊断依据：模型判断该包络时频图中呈现多组冲击成分和较复杂的能量分布，可能对应多部位共同损伤引起的复合振动特征。当前工况为 30 Hz、2 V。
维护建议：建议同时检查轴承内圈和外圈，并优先安排停机检测，避免复合故障进一步扩展。"
comb_30_2_000413,data/processed/images/all/sample_CF_30_2_000413.png,CF,混合故障,N,正常状态,0,故障类型：正常状态,"故障类型：正常状态
诊断依据：模型判断该包络时频图整体能量分布较平稳，未呈现明显的周期性冲击或异常能量集中，结合当前工况更符合正常运行状态。当前工况为 30 Hz、2 V。
维护建议：建议保持常规监测，持续记录振动趋势；若后续能量分布或冲击特征发生明显变化，应及时复检。"
comb_30_2_000414,data/processed/images/all/sample_CF_30_2_000414.png,CF,混合故障,OF,外圈故障,0,故障类型：外圈故障,"故障类型：外圈故障
诊断依据：模型判断该包络时频图中存在相对稳定的冲击响应和局部频带能量增强，整体更符合外圈局部损伤特征。当前工况为 30 Hz、2 V。
维护建议：建议检查轴承外圈固定区域是否存在剥落、裂纹或异常磨损，必要时安排停机复检。"
comb_30_2_000415,data/processed/images/all/sample_CF_30_2_000415.png,CF,混合故障,OF,外圈故障,0,故障类型：外圈故障,"故障类型：外圈故障
诊断依据：模型判断该包络时频图中存在相对稳定的冲击响应和局部频带能量增强，整体更符合外圈局部损伤特征。当前工况为 30 Hz、2 V。
维护建议：建议检查轴承外圈固定区域是否存在剥落、裂纹或异常磨损，必要时安排停机复检。"
comb_30_2_000416,data/processed/images/all/sample_CF_30_2_000416.png,CF,混合故障,BF,滚动体故障,0,故障类型：滚动体故障,"故障类型：滚动体故障
诊断依据：模型判断该包络时频图中存在局部冲击和调制特征，结合行星齿轮箱三方向振动信息，更符合滚动体故障表现。当前工况为 30 Hz、2 V。
维护建议：建议重点检查滚动体表面是否存在磨损、点蚀或剥落，并结合包络谱或现场巡检进一步确认故障程度。"
comb_30_2_000417,data/processed/images/all/sample_CF_30_2_000417.png,CF,混合故障,CF,混合故障,1,故障类型：混合故障,"故障类型：混合故障
诊断依据：模型判断该包络时频图中呈现多组冲击成分和较复杂的能量分布，可能对应多部位共同损伤引起的复合振动特征。当前工况为 30 Hz、2 V。
维护建议：建议同时检查轴承内圈和外圈，并优先安排停机检测，避免复合故障进一步扩展。"
comb_30_2_000418,data/processed/images/all/sample_CF_30_2_000418.png,CF,混合故障,OF,外圈故障,0,故障类型：外圈故障,"故障类型：外圈故障
诊断依据：模型判断该包络时频图中存在相对稳定的冲击响应和局部频带能量增强，整体更符合外圈局部损伤特征。当前工况为 30 Hz、2 V。
维护建议：建议检查轴承外圈固定区域是否存在剥落、裂纹或异常磨损，必要时安排停机复检。"
comb_30_2_000419,data/processed/images/all/sample_CF_30_2_000419.png,CF,混合故障,CF,混合故障,1,故障类型：混合故障,"故障类型：混合故障
诊断依据：模型判断该包络时频图中呈现多组冲击成分和较复杂的能量分布，可能对应多部位共同损伤引起的复合振动特征。当前工况为 30 Hz、2 V。
维护建议：建议同时检查轴承内圈和外圈，并优先安排停机检测，避免复合故障进一步扩展。"
comb_30_2_000420,data/processed/images/all/sample_CF_30_2_000420.png,CF,混合故障,CF,混合故障,1,故障类型：混合故障,"故障类型：混合故障
诊断依据：模型判断该包络时频图中呈现多组冲击成分和较复杂的能量分布，可能对应多部位共同损伤引起的复合振动特征。当前工况为 30 Hz、2 V。
维护建议：建议同时检查轴承内圈和外圈，并优先安排停机检测，避免复合故障进一步扩展。"
comb_30_2_000421,data/processed/images/all/sample_CF_30_2_000421.png,CF,混合故障,CF,混合故障,1,故障类型：混合故障,"故障类型：混合故障
诊断依据：模型判断该包络时频图中呈现多组冲击成分和较复杂的能量分布，可能对应多部位共同损伤引起的复合振动特征。当前工况为 30 Hz、2 V。
维护建议：建议同时检查轴承内圈和外圈，并优先安排停机检测，避免复合故障进一步扩展。"
comb_30_2_000422,data/processed/images/all/sample_CF_30_2_000422.png,CF,混合故障,CF,混合故障,1,故障类型：混合故障,"故障类型：混合故障
诊断依据：模型判断该包络时频图中呈现多组冲击成分和较复杂的能量分布，可能对应多部位共同损伤引起的复合振动特征。当前工况为 30 Hz、2 V。
维护建议：建议同时检查轴承内圈和外圈，并优先安排停机检测，避免复合故障进一步扩展。"
comb_30_2_000423,data/processed/images/all/sample_CF_30_2_000423.png,CF,混合故障,CF,混合故障,1,故障类型：混合故障,"故障类型：混合故障
诊断依据：模型判断该包络时频图中呈现多组冲击成分和较复杂的能量分布，可能对应多部位共同损伤引起的复合振动特征。当前工况为 30 Hz、2 V。
维护建议：建议同时检查轴承内圈和外圈，并优先安排停机检测，避免复合故障进一步扩展。"
comb_30_2_000424,data/processed/images/all/sample_CF_30_2_000424.png,CF,混合故障,CF,混合故障,1,故障类型：混合故障,"故障类型：混合故障
诊断依据：模型判断该包络时频图中呈现多组冲击成分和较复杂的能量分布，可能对应多部位共同损伤引起的复合振动特征。当前工况为 30 Hz、2 V。
维护建议：建议同时检查轴承内圈和外圈，并优先安排停机检测，避免复合故障进一步扩展。"
comb_30_2_000425,data/processed/images/all/sample_CF_30_2_000425.png,CF,混合故障,CF,混合故障,1,故障类型：混合故障,"故障类型：混合故障
诊断依据：模型判断该包络时频图中呈现多组冲击成分和较复杂的能量分布，可能对应多部位共同损伤引起的复合振动特征。当前工况为 30 Hz、2 V。
维护建议：建议同时检查轴承内圈和外圈，并优先安排停机检测，避免复合故障进一步扩展。"
comb_30_2_000426,data/processed/images/all/sample_CF_30_2_000426.png,CF,混合故障,OF,外圈故障,0,故障类型：外圈故障,"故障类型：外圈故障
诊断依据：模型判断该包络时频图中存在相对稳定的冲击响应和局部频带能量增强，整体更符合外圈局部损伤特征。当前工况为 30 Hz、2 V。
维护建议：建议检查轴承外圈固定区域是否存在剥落、裂纹或异常磨损，必要时安排停机复检。"
comb_30_2_000427,data/processed/images/all/sample_CF_30_2_000427.png,CF,混合故障,BF,滚动体故障,0,故障类型：滚动体故障,"故障类型：滚动体故障
诊断依据：模型判断该包络时频图中存在局部冲击和调制特征，结合行星齿轮箱三方向振动信息，更符合滚动体故障表现。当前工况为 30 Hz、2 V。
维护建议：建议重点检查滚动体表面是否存在磨损、点蚀或剥落，并结合包络谱或现场巡检进一步确认故障程度。"
comb_30_2_000428,data/processed/images/all/sample_CF_30_2_000428.png,CF,混合故障,N,正常状态,0,故障类型：正常状态,"故障类型：正常状态
诊断依据：模型判断该包络时频图整体能量分布较平稳，未呈现明显的周期性冲击或异常能量集中，结合当前工况更符合正常运行状态。当前工况为 30 Hz、2 V。
维护建议：建议保持常规监测，持续记录振动趋势；若后续能量分布或冲击特征发生明显变化，应及时复检。"
comb_30_2_000429,data/processed/images/all/sample_CF_30_2_000429.png,CF,混合故障,N,正常状态,0,故障类型：正常状态,"故障类型：正常状态
诊断依据：模型判断该包络时频图整体能量分布较平稳，未呈现明显的周期性冲击或异常能量集中，结合当前工况更符合正常运行状态。当前工况为 30 Hz、2 V。
维护建议：建议保持常规监测，持续记录振动趋势；若后续能量分布或冲击特征发生明显变化，应及时复检。"
comb_30_2_000430,data/processed/images/all/sample_CF_30_2_000430.png,CF,混合故障,CF,混合故障,1,故障类型：混合故障,"故障类型：混合故障
诊断依据：模型判断该包络时频图中呈现多组冲击成分和较复杂的能量分布，可能对应多部位共同损伤引起的复合振动特征。当前工况为 30 Hz、2 V。
维护建议：建议同时检查轴承内圈和外圈，并优先安排停机检测，避免复合故障进一步扩展。"
comb_30_2_000431,data/processed/images/all/sample_CF_30_2_000431.png,CF,混合故障,N,正常状态,0,故障类型：正常状态,"故障类型：正常状态
诊断依据：模型判断该包络时频图整体能量分布较平稳，未呈现明显的周期性冲击或异常能量集中，结合当前工况更符合正常运行状态。当前工况为 30 Hz、2 V。
维护建议：建议保持常规监测，持续记录振动趋势；若后续能量分布或冲击特征发生明显变化，应及时复检。"
comb_30_2_000432,data/processed/images/all/sample_CF_30_2_000432.png,CF,混合故障,CF,混合故障,1,故障类型：混合故障,"故障类型：混合故障
诊断依据：模型判断该包络时频图中呈现多组冲击成分和较复杂的能量分布，可能对应多部位共同损伤引起的复合振动特征。当前工况为 30 Hz、2 V。
维护建议：建议同时检查轴承内圈和外圈，并优先安排停机检测，避免复合故障进一步扩展。"
comb_30_2_000433,data/processed/images/all/sample_CF_30_2_000433.png,CF,混合故障,N,正常状态,0,故障类型：正常状态,"故障类型：正常状态
诊断依据：模型判断该包络时频图整体能量分布较平稳，未呈现明显的周期性冲击或异常能量集中，结合当前工况更符合正常运行状态。当前工况为 30 Hz、2 V。
维护建议：建议保持常规监测，持续记录振动趋势；若后续能量分布或冲击特征发生明显变化，应及时复检。"
comb_30_2_000434,data/processed/images/all/sample_CF_30_2_000434.png,CF,混合故障,BF,滚动体故障,0,故障类型：滚动体故障,"故障类型：滚动体故障
诊断依据：模型判断该包络时频图中存在局部冲击和调制特征，结合行星齿轮箱三方向振动信息，更符合滚动体故障表现。当前工况为 30 Hz、2 V。
维护建议：建议重点检查滚动体表面是否存在磨损、点蚀或剥落，并结合包络谱或现场巡检进一步确认故障程度。"
comb_30_2_000435,data/processed/images/all/sample_CF_30_2_000435.png,CF,混合故障,CF,混合故障,1,故障类型：混合故障,"故障类型：混合故障
诊断依据：模型判断该包络时频图中呈现多组冲击成分和较复杂的能量分布，可能对应多部位共同损伤引起的复合振动特征。当前工况为 30 Hz、2 V。
维护建议：建议同时检查轴承内圈和外圈，并优先安排停机检测，避免复合故障进一步扩展。"
comb_30_2_000436,data/processed/images/all/sample_CF_30_2_000436.png,CF,混合故障,CF,混合故障,1,故障类型：混合故障,"故障类型：混合故障
诊断依据：模型判断该包络时频图中呈现多组冲击成分和较复杂的能量分布，可能对应多部位共同损伤引起的复合振动特征。当前工况为 30 Hz、2 V。
维护建议：建议同时检查轴承内圈和外圈，并优先安排停机检测，避免复合故障进一步扩展。"
comb_30_2_000437,data/processed/images/all/sample_CF_30_2_000437.png,CF,混合故障,N,正常状态,0,故障类型：正常状态,"故障类型：正常状态
诊断依据：模型判断该包络时频图整体能量分布较平稳，未呈现明显的周期性冲击或异常能量集中，结合当前工况更符合正常运行状态。当前工况为 30 Hz、2 V。
维护建议：建议保持常规监测，持续记录振动趋势；若后续能量分布或冲击特征发生明显变化，应及时复检。"
comb_30_2_000438,data/processed/images/all/sample_CF_30_2_000438.png,CF,混合故障,CF,混合故障,1,故障类型：混合故障,"故障类型：混合故障
诊断依据：模型判断该包络时频图中呈现多组冲击成分和较复杂的能量分布，可能对应多部位共同损伤引起的复合振动特征。当前工况为 30 Hz、2 V。
维护建议：建议同时检查轴承内圈和外圈，并优先安排停机检测，避免复合故障进一步扩展。"
comb_30_2_000439,data/processed/images/all/sample_CF_30_2_000439.png,CF,混合故障,CF,混合故障,1,故障类型：混合故障,"故障类型：混合故障
诊断依据：模型判断该包络时频图中呈现多组冲击成分和较复杂的能量分布，可能对应多部位共同损伤引起的复合振动特征。当前工况为 30 Hz、2 V。
维护建议：建议同时检查轴承内圈和外圈，并优先安排停机检测，避免复合故障进一步扩展。"
comb_30_2_000440,data/processed/images/all/sample_CF_30_2_000440.png,CF,混合故障,CF,混合故障,1,故障类型：混合故障,"故障类型：混合故障
诊断依据：模型判断该包络时频图中呈现多组冲击成分和较复杂的能量分布，可能对应多部位共同损伤引起的复合振动特征。当前工况为 30 Hz、2 V。
维护建议：建议同时检查轴承内圈和外圈，并优先安排停机检测，避免复合故障进一步扩展。"
comb_30_2_000441,data/processed/images/all/sample_CF_30_2_000441.png,CF,混合故障,N,正常状态,0,故障类型：正常状态,"故障类型：正常状态
诊断依据：模型判断该包络时频图整体能量分布较平稳，未呈现明显的周期性冲击或异常能量集中，结合当前工况更符合正常运行状态。当前工况为 30 Hz、2 V。
维护建议：建议保持常规监测，持续记录振动趋势；若后续能量分布或冲击特征发生明显变化，应及时复检。"
comb_30_2_000442,data/processed/images/all/sample_CF_30_2_000442.png,CF,混合故障,BF,滚动体故障,0,故障类型：滚动体故障,"故障类型：滚动体故障
诊断依据：模型判断该包络时频图中存在局部冲击和调制特征，结合行星齿轮箱三方向振动信息，更符合滚动体故障表现。当前工况为 30 Hz、2 V。
维护建议：建议重点检查滚动体表面是否存在磨损、点蚀或剥落，并结合包络谱或现场巡检进一步确认故障程度。"
comb_30_2_000443,data/processed/images/all/sample_CF_30_2_000443.png,CF,混合故障,OF,外圈故障,0,故障类型：外圈故障,"故障类型：外圈故障
诊断依据：模型判断该包络时频图中存在相对稳定的冲击响应和局部频带能量增强，整体更符合外圈局部损伤特征。当前工况为 30 Hz、2 V。
维护建议：建议检查轴承外圈固定区域是否存在剥落、裂纹或异常磨损，必要时安排停机复检。"
comb_30_2_000444,data/processed/images/all/sample_CF_30_2_000444.png,CF,混合故障,CF,混合故障,1,故障类型：混合故障,"故障类型：混合故障
诊断依据：模型判断该包络时频图中呈现多组冲击成分和较复杂的能量分布，可能对应多部位共同损伤引起的复合振动特征。当前工况为 30 Hz、2 V。
维护建议：建议同时检查轴承内圈和外圈，并优先安排停机检测，避免复合故障进一步扩展。"
comb_30_2_000445,data/processed/images/all/sample_CF_30_2_000445.png,CF,混合故障,CF,混合故障,1,故障类型：混合故障,"故障类型：混合故障
诊断依据：模型判断该包络时频图中呈现多组冲击成分和较复杂的能量分布，可能对应多部位共同损伤引起的复合振动特征。当前工况为 30 Hz、2 V。
维护建议：建议同时检查轴承内圈和外圈，并优先安排停机检测，避免复合故障进一步扩展。"
comb_30_2_000446,data/processed/images/all/sample_CF_30_2_000446.png,CF,混合故障,CF,混合故障,1,故障类型：混合故障,"故障类型：混合故障
诊断依据：模型判断该包络时频图中呈现多组冲击成分和较复杂的能量分布，可能对应多部位共同损伤引起的复合振动特征。当前工况为 30 Hz、2 V。
维护建议：建议同时检查轴承内圈和外圈，并优先安排停机检测，避免复合故障进一步扩展。"
comb_30_2_000447,data/processed/images/all/sample_CF_30_2_000447.png,CF,混合故障,CF,混合故障,1,故障类型：混合故障,"故障类型：混合故障
诊断依据：模型判断该包络时频图中呈现多组冲击成分和较复杂的能量分布，可能对应多部位共同损伤引起的复合振动特征。当前工况为 30 Hz、2 V。
维护建议：建议同时检查轴承内圈和外圈，并优先安排停机检测，避免复合故障进一步扩展。"
comb_30_2_000448,data/processed/images/all/sample_CF_30_2_000448.png,CF,混合故障,BF,滚动体故障,0,故障类型：滚动体故障,"故障类型：滚动体故障
诊断依据：模型判断该包络时频图中存在局部冲击和调制特征，结合行星齿轮箱三方向振动信息，更符合滚动体故障表现。当前工况为 30 Hz、2 V。
维护建议：建议重点检查滚动体表面是否存在磨损、点蚀或剥落，并结合包络谱或现场巡检进一步确认故障程度。"
